ticket_id,ticket_status,ticket_created_timestamp,ticket_solved_timestamp,ec_inbox,requester_name,ec_primary_root_cause,ec_request_type,ec_product_cause
ztbz-1684-8444,Open,2024-06-21 12:00:52,,Extra Care,Garvy de Tocqueville,Process::Expectation Gap::Product Gap,Takeover,
coff-2085-5879,Hold,2024-05-01 07:10:17,,Extra Care,Keely Klimowski,System::Customer Usage Issue::Accessibility,Escalation,Money Moving::Balances
zqbh-4330-0254,Closed,2024-05-24 10:54:24,2024-06-01 00:25:11,Extra Care,Jerrine Castanares,People::Incorrect Action::Agent Decision,Takeover,
ldjo-8632-3390,Hold,2024-03-19 20:09:00,,Extra Care,Zachary Burras,People::External Engagement::Third Party Engagement,Handling,
hkge-6279-1534,Closed,2024-06-08 17:07:35,,Extra Care,Nanine Ashall,Process::Third Party Dependency::Third Party Error (Partner),Escalation,
dnyg-7483-9267,Hold,2024-04-08 07:49:52,,Extra Care,Kaye Rudolf,BOD,Takeover,Account::Other
gjph-3723-0807,Open,2024-04-10 04:12:09,,Extra Care,Demetris Bellchamber,Process::Expectation Gap::Compliance Gap,Escalation,
ogvu-5609-0346,Open,2024-01-30 12:29:47,,Extra Care,Yoshiko Schwandner,System::Information Limitation::Information Unclear,Takeover,
cjkk-5948-2735,Closed,2024-03-10 18:09:50,2024-03-25 12:03:53,Extra Care,Marice Paddison,People::External Engagement::Third Party Engagement,Takeover,
qgws-0579-7571,Solved,2024-01-07 17:24:06,2024-01-19 00:29:14,Extra Care,Horton Borgnol,Process::Third Party Dependency::Third Party Error (Partner),Assessment,Compliance::Surveillance
mpto-6901-9673,Hold,2024-05-02 12:05:27,,Extra Care,Vicki Demer,Do not select::Customer Input or Error,Escalation,
rqqi-1893-6897,Hold,2024-01-01 14:00:53,,Extra Care,Jeanette Regina,People::Vulnerability::Appropriate Accommodation,Takeover,
jnrn-4757-4930,Closed,2024-01-15 18:22:54,2024-02-14 18:10:13,Extra Care,Celestyn Binham,People::Incorrect Action::Agent Decision,Handling,
tdlv-1023-6545,Closed,2024-04-27 16:34:51,2024-05-23 08:19:54,Extra Care,Delaney McCarron,System::Customer Usage Issue::Customer Input or Error,Assessment,
neww-1213-6075,Open,2024-03-24 02:49:03,,Extra Care,Estevan Volkes,System::Information Limitation::Information Unclear,Escalation,
spzs-5982-8652,Open,2024-01-11 01:58:02,,Extra Care,Sherry Babonau,People::Customer Engagement::Unclear Communication,Escalation,Compliance::Sanctions::Check
ojkv-6845-1572,Solved,2024-03-21 04:42:11,2024-04-19 23:25:14,Extra Care,Ave Grayley,Knowledge::Knowledge Base::KB Missing,Takeover,KYC::CDD::SOW Deactivation
isng-2428-4632,Closed,2024-05-18 01:56:35,2024-05-23 18:08:00,Extra Care,Livvie Byfford,People::Incorrect Action::Incomplete Outcome,Escalation,
bubw-7667-9941,Hold,2024-03-18 16:43:42,,Extra Care,Craggie Puckinghorne,Knowledge::Outward Facing Information::External Publication Misleading,Escalation,
lafj-7576-8038,Solved,2024-06-11 21:30:53,2024-06-14 06:05:22,Extra Care,Tani Lagneaux,People::Incorrect Action::Incorrect Guidance,Escalation,
bhdk-8621-9606,Solved,2024-01-28 04:34:22,2024-02-23 15:13:37,Extra Care,Yorgos Zoane,People::Incorrect Action::Incorrect Escalation,Handling,
fxnk-6517-7668,Closed,2024-05-05 19:31:24,2024-05-14 17:13:45,Extra Care,Vasili Cuseck,Process::Third Party Dependency::Third Party Info Delay,Takeover,
uifu-9559-0508,Solved,2024-06-19 14:27:27,2024-06-27 10:50:19,Extra Care,Manon Kobiera,People::Vulnerability::Identification,Handling,Compliance::Surveillance
ftoi-2628-2898,Solved,2024-05-25 18:58:36,2024-06-09 06:47:28,Extra Care,Ambrosio Carlino,System::Information Limitation::Information Unclear,Assessment,
palg-7592-5796,Closed,2024-01-18 16:31:38,2024-01-21 14:18:36,Extra Care,Jaquelin Denerley,System::Automation Issue::Tooling Failure,Escalation,
ivky-8823-9285,Solved,2024-03-26 12:22:55,2024-04-05 04:49:39,Extra Care,Antonina Profit,People::Vulnerability::Appropriate Accommodation,Assessment,
emsr-3956-5714,Closed,2024-02-14 16:59:13,,Extra Care,Brian Burle,Process::Third Party Dependency::Third Party Info Delay,Assessment,
hmzg-1309-5160,Open,2024-02-24 18:31:03,,Extra Care,Tonya Colomb,Knowledge::Outward Facing Information::External Publication Misleading,Handling,KYC::Verification::POA
zzqx-0748-2889,Closed,2024-02-23 06:32:56,,Extra Care,Aluino Onthank,People::Customer Engagement::Tonal Issues,Takeover,
pqga-4969-2057,Closed,2024-02-19 17:43:48,,Extra Care,Ernesto Marshland,People::Incorrect Action::Agent Decision,Handling,
icvd-2477-1960,Solved,2024-06-28 12:09:51,2024-07-13 13:32:31,Extra Care,Felicity Brachell,People::External Engagement::Third Party Engagement,Escalation,
tqfv-1707-2845,Open,2024-05-11 21:52:50,,Extra Care,Daune Belliveau,People::External Engagement::Third Party Engagement,Assessment,Compliance::Fraud::Check
lats-0127-2490,Solved,2024-04-06 04:48:05,2024-05-04 23:12:46,Extra Care,Ysabel Bulman,Process::Third Party Dependency::Third Party Access,Escalation,KYC::CDD::SOW Deactivation
wjqw-9248-6521,Solved,2024-04-04 01:24:00,2024-05-02 12:47:41,Extra Care,Pollyanna Snoxill,People::Incorrect Action::Incomplete Outcome,Takeover,KYC::Verification::Missing document
nypd-0982-8865,Closed,2024-03-25 15:33:22,2024-03-28 00:12:52,Extra Care,Saul Emblem,People::Incorrect Action::Incorrect Escalation,Assessment,Compliance::Sanctions::Check
rhyq-6709-2243,Hold,2024-03-28 14:30:53,,Extra Care,Don MacGahey,Process::Third Party Dependency::Third Party Error (Partner),Handling,
jzoz-9444-1558,Open,2024-02-21 21:34:23,,Extra Care,Abelard Spall,People::Customer Engagement::Agent Understanding,Escalation,
vuoh-4786-1746,Open,2024-04-03 12:09:02,,Extra Care,Misty Hardington,People::Customer Engagement::Tonal Issues,Escalation,
hmir-4901-8227,Hold,2024-01-03 14:55:02,,Extra Care,Karisa Tubritt,Process::Third Party Dependency::Third Party Info Delay,Assessment,
vgzi-4761-3672,Open,2024-02-27 20:31:56,,Extra Care,Tibold Leavy,People::Incorrect Action::Agent Decision,Assessment,
dmky-3135-3860,Open,2024-03-12 18:01:00,,Extra Care,Elsi Daggett,Process::Expectation Gap::Compliance Gap,Handling,
pqvj-5287-0162,Open,2024-05-16 11:17:05,,Extra Care,Artur Baigent,Knowledge::Outward Facing Information::External Publication Misleading,Assessment,
ffwn-6681-4345,Closed,2024-05-29 15:11:50,2024-06-04 14:45:16,Extra Care,Stanwood Luxon,Knowledge::Knowledge Base::KB Missing,Takeover,Compliance::Fraud::Deactivation
wsha-2115-0269,Open,2024-06-21 11:42:41,,Extra Care,Melba Cuardall,System::Customer Usage Issue::Accessibility,Takeover,
sliq-5250-4237,Closed,2024-06-19 13:51:49,2024-07-05 13:11:32,Extra Care,Ewell Illesley,System::False Positive Outcome::Incorrect System Intervention,Handling,
spqw-3631-3479,Closed,2024-06-20 03:42:46,2024-06-24 06:41:53,Extra Care,Elyse Fishbourne,People::Incorrect Action::Procedural Adherence,Escalation,KYC::Verification::POA
leqf-0286-4648,Solved,2024-01-18 19:25:48,2024-02-05 07:00:44,Extra Care,Dorris Knudsen,People::Incorrect Action::Incorrect Guidance,Takeover,Account::Other
ppvl-1078-4543,Hold,2024-02-29 02:10:03,,Extra Care,Vern Hulles,People::Incorrect Action::Procedural Adherence,Handling,Compliance::AML::Deactivation
eday-1573-1114,Closed,2024-02-12 18:58:29,2024-02-21 18:52:27,Extra Care,Hakim Budd,Process::Internal Process Issue::Unmonitored Channel,Assessment,KYC::CDD::SOW Deactivation
huqw-4613-6039,Solved,2024-03-08 05:00:01,2024-03-10 01:54:14,Extra Care,Locke Bucksey,System::Customer Usage Issue::Accessibility,Escalation,Accessibility
pnij-4827-4939,Hold,2024-03-02 10:05:30,,Extra Care,Werner Stringman,People::Incorrect Action::Incorrect Guidance,Takeover,Compliance::Sanctions::Deactivation
wnul-0270-4579,Closed,2024-04-27 15:15:19,2024-05-24 10:56:59,Extra Care,Griffie Feldstern,Knowledge::Knowledge Base::KB Missing,Escalation,
wour-8049-5687,Closed,2024-06-17 23:51:28,2024-07-08 17:08:00,Extra Care,Margeaux Willcot,Process::Internal Process Issue::Unmonitored Channel,Escalation,KYC::Verification::Other
xuam-7632-2551,Open,2024-06-17 02:35:00,,Extra Care,Westleigh Work,People::Vulnerability::Identification,Takeover,Money Moving::Wise Card::Dispute
qalx-5829-8081,Open,2024-01-02 01:35:44,,Extra Care,Bernetta Ipwell,Process::Expectation Gap::Product Gap,Handling,KYC::CDD::SOW Deactivation
qxrp-2795-3193,Solved,2024-02-12 10:52:05,2024-02-28 04:43:00,Extra Care,Glenn Sloane,People::Incorrect Action::Agent Decision,Handling,Money Moving::Wise Card::Card failure
iipt-0441-8160,Closed,2024-01-11 19:45:35,2024-01-13 02:05:36,Extra Care,Skip Boughtwood,BOD,Takeover,Money Moving::Balances
whvi-0094-7780,Hold,2024-06-01 16:00:17,,Extra Care,Joela Mixon,Process::Third Party Dependency::Third Party Info Delay,Handling,
aaxi-7904-0560,Open,2024-04-09 13:04:49,,Extra Care,Felix Wimp,System::Customer Usage Issue::Customer Input or Error,Takeover,
rgqj-9379-9820,Hold,2024-05-26 06:41:28,,Extra Care,Roseanna Valentelli,Process::Third Party Dependency::Third Party Error (Partner),Handling,
pokt-0922-6206,Hold,2024-02-01 22:43:54,,Extra Care,Wyn Outright,People::Customer Engagement::Tonal Issues,Assessment,
kzcm-0779-0566,Open,2024-05-17 10:15:11,,Extra Care,Denni Drew-Clifton,Process::Third Party Dependency::Third Party Access,Takeover,
hhtl-6200-4616,Open,2024-01-02 19:56:23,,Extra Care,Banky Eisig,Knowledge::Outward Facing Information::External Publication Misleading,Handling,KYC::Verification::Missing document
ejoq-7813-2066,Solved,2024-04-23 05:01:31,2024-04-28 10:35:00,Extra Care,Farlay Otley,Process::Expectation Gap::Product Gap,Assessment,
mjzg-6230-4621,Closed,2024-02-25 04:52:21,2024-03-17 20:38:01,Extra Care,Shermy Reiach,Process::Internal Process Issue::Gap in Process,Handling,KYC::CDD::SOW Deactivation
jgvz-2897-1370,Open,2024-02-26 11:28:04,,Extra Care,Con Ploughwright,Process::Internal Process Issue::Gap in Process,Escalation,KYC::Deactivation
qang-3855-6366,Open,2024-05-07 17:49:57,,Extra Care,Gilligan Harower,Process::Third Party Dependency::Third Party Error (Partner),Takeover,KYC::Deactivation
grwm-3264-4459,Open,2024-02-14 00:13:14,,Extra Care,Isaac Tinston,People::Vulnerability::Appropriate Accommodation,Handling,
mmqx-0472-3922,Solved,2024-04-26 14:38:55,2024-05-05 01:22:52,Extra Care,Yancy Proudlock,Process::Third Party Dependency::Third Party Access,Escalation,
ewlq-6399-5798,Closed,2024-01-30 17:18:51,,Extra Care,Katleen Peter,People::Vulnerability::Appropriate Accommodation,Escalation,Money Moving::Wise Card::Dispute
ogyi-7514-2959,Closed,2024-01-01 23:32:40,2024-01-21 10:31:32,Extra Care,Hinze Burde,People::Incorrect Action::Incorrect Guidance,Assessment,Compliance::AML::Deactivation
rmvm-3304-4620,Hold,2024-03-10 23:07:34,,Extra Care,Linc Menpes,Process::Third Party Dependency::Third Party Info Delay,Escalation,KYC::Verification::Missing document
urun-4263-0228,Closed,2024-04-13 03:50:19,2024-05-05 05:03:02,Extra Care,Bond Sandbrook,Process::Third Party Dependency::Third Party Info Delay,Handling,Compliance::Fraud::Scam
rzrb-7968-8607,Solved,2024-03-29 23:36:26,2024-04-25 02:38:56,Extra Care,Sallie Thebe,People::Incorrect Action::Incorrect Guidance,Escalation,
qltv-1344-4304,Closed,2024-01-18 17:34:44,,Extra Care,Piggy Fontes,People::Incorrect Action::Incomplete Outcome,Takeover,Money Moving::Balances
zxpq-0342-9489,Hold,2024-04-04 17:12:59,,Extra Care,Lib Warlaw,System::False Positive Outcome::Incorrect System Intervention,Escalation,
dxsp-4660-8305,Open,2024-04-23 08:40:08,,Extra Care,Rooney Milstead,Knowledge::Knowledge Base::KB Missing,Assessment,
zxkz-4794-1604,Solved,2024-01-25 11:58:36,,Extra Care,Harley Waterdrinker,Process::Third Party Dependency::Third Party Error,Assessment,
jbdj-9146-1199,Solved,2024-02-12 20:00:22,2024-02-19 21:34:40,Extra Care,Lorin Dowdney,People::Customer Engagement::Agent Understanding,Handling,Money Moving::Wise Card::Card failure
fgmj-3896-5337,Closed,2024-02-03 17:15:16,2024-02-19 05:11:12,Extra Care,Collie Harding,Process::Third Party Dependency::Third Party Access,Handling,
mecv-2725-0032,Solved,2024-05-30 15:27:25,,Extra Care,Roi Carthew,People::Incorrect Action::Incorrect Guidance,Takeover,
pdgx-7184-2713,Closed,2024-03-23 19:56:14,2024-04-02 05:07:53,Extra Care,Alleen Farguhar,People::Vulnerability::Identification,Escalation,
hwqr-6752-8963,Closed,2024-01-11 18:02:36,,Extra Care,Katharina Bearham,Process::Internal Process Issue::Gap in Process,Escalation,KYC::CDD::SOW issue
ikkf-4503-4712,Open,2024-04-12 08:41:08,,Extra Care,Davey Kenneford,BOD,Handling,KYC::Verification::Other
hyzs-5142-3784,Closed,2024-05-03 06:49:18,,Extra Care,Arte Ledgley,Do not select::Customer Input or Error,Escalation,Compliance::AML::Check
jfeo-3553-4632,Solved,2024-06-05 05:20:15,2024-06-29 20:52:39,Extra Care,Massimiliano Piegrome,People::Incorrect Action::Incorrect Guidance,Assessment,
tion-1802-5738,Solved,2024-05-15 13:50:36,,Extra Care,Patricia Snowman,System::Customer Usage Issue:Technical Issues,Handling,
ufqi-1488-6357,Closed,2024-06-01 17:23:26,2024-06-18 13:50:27,Extra Care,Byrle Tangye,People::Incorrect Action::Procedural Adherence,Escalation,Compliance::Fraud::Scam
cnuw-0934-5795,Open,2024-05-02 15:34:01,,Extra Care,Currie Gosz,BOD,Handling,
udmv-8859-8131,Closed,2024-04-17 16:24:06,2024-04-20 10:00:09,Extra Care,Melony Belli,Do not select::Customer Input or Error,Takeover,
mchu-8696-6708,Open,2024-01-06 19:28:47,,Extra Care,Fifine M'Quharge,People::External Engagement::Third Party Engagement,Takeover,
pqnv-9934-7818,Hold,2024-02-14 09:59:42,,Extra Care,Rob Dunckley,Process::Expectation Gap::Compliance Gap,Takeover,
jrlj-2103-0221,Hold,2024-06-19 01:40:00,,Extra Care,Christiana Chritchlow,People::Incorrect Action::Agent Decision,Takeover,KYC::POAT
eduq-7591-0839,Open,2024-06-23 23:02:56,,Extra Care,Carling Beechcraft,People::Incorrect Action::Procedural Accuracy,Handling,
moos-3086-9658,Closed,2024-02-17 22:38:34,2024-02-22 02:43:39,Extra Care,Andonis Manners,People::Customer Engagement::Agent Understanding,Handling,Money Moving::Wise Card::Account change effect
ooun-7846-1980,Hold,2024-01-11 02:27:42,,Extra Care,Averyl Swinden,Process::Third Party Dependency::Third Party Error (Partner),Assessment,
obsa-9548-2416,Closed,2024-02-20 23:01:25,2024-03-05 02:42:17,Extra Care,Rose Listone,People::Incorrect Action::Incomplete Outcome,Assessment,KYC::CDD::SOW Deactivation
maeq-0425-6589,Hold,2024-06-08 13:38:29,,Extra Care,Perceval Connal,Process::Internal Process Issue::Gap in Process,Escalation,
iyvq-4415-0541,Open,2024-04-19 11:48:10,,Extra Care,Olenka Kirwan,Process::Expectation Gap::Speed Gap,Escalation,Account::Other
sjzv-6221-6913,Solved,2024-04-26 02:32:34,2024-05-18 12:47:11,Extra Care,Terrell Merryfield,System::False Positive Outcome::Incorrect System Intervention,Assessment,
kupf-4771-2700,Closed,2024-02-17 22:44:24,,Extra Care,Cornelia Morl,People::Incorrect Action::Incorrect Guidance,Escalation,KYC::Verification::IDWL
sqfj-8121-5843,Open,2024-01-16 14:56:54,,Extra Care,Leisha Ather,System::Automation Issue::Tooling Failure,Escalation,
cygz-9504-5933,Open,2024-05-26 18:17:12,,Extra Care,Hillie Kasman,Process::Expectation Gap::Product Gap,Takeover,
qekv-1680-7342,Open,2024-01-12 20:30:47,,Extra Care,Kirbee Blencowe,Process::Internal Process Issue::Unmonitored Channel,Takeover,Compliance::Fraud::Deactivation
fjsg-4893-5664,Closed,2024-01-28 13:22:17,2024-02-23 10:33:36,Extra Care,Kim Yakutin,System::Automation Issue::Intervention Failure,Takeover,
bger-7592-8995,Solved,2024-06-17 13:40:07,,Extra Care,Billie Sillwood,Knowledge::Outward Facing Information::External Publication Misleading,Handling,
dwgx-1008-5376,Solved,2024-01-25 19:28:24,2024-02-07 12:43:47,Extra Care,Nady Varley,People::Customer Engagement::Tonal Issues,Takeover,
vvqt-0455-9380,Hold,2024-04-16 18:35:18,,Extra Care,Leann Iskov,People::External Engagement::Third Party Engagement,Escalation,KYC::Verification::IDWL
imbx-4669-6291,Closed,2024-04-02 06:24:09,2024-04-06 08:50:33,Extra Care,Aimee Gawith,People::Vulnerability::Identification,Takeover,
amyz-4813-1750,Closed,2024-06-26 12:55:45,,Extra Care,Angie Jillitt,Process::Internal Process Issue::Gap in Process,Assessment,Compliance::AML::Check
ihyp-7758-5203,Closed,2024-01-29 06:15:42,2024-02-21 09:33:29,Extra Care,Aland Sillwood,System::Automation Issue::Intervention Failure,Escalation,Compliance::AML::Deactivation
owwx-9722-9042,Open,2024-05-05 21:36:31,,Extra Care,Lucia Zanni,Process::Third Party Dependency::Third Party Error (Partner),Takeover,
qrjo-6279-1721,Closed,2024-05-17 22:59:41,,Extra Care,Martica Bonicelli,People::External Engagement::Third Party Engagement,Handling,Money Moving::Wise Card::Account change effect
xyaf-5182-2320,Hold,2024-02-27 02:29:45,,Extra Care,Sibyl Matokhnin,System::Automation Issue::Intervention Failure,Handling,Compliance::Sanctions::Check
xvej-8953-7717,Closed,2024-02-26 07:43:05,2024-03-07 22:30:19,Extra Care,Alika Grouer,People::Incorrect Action::Incorrect Guidance,Assessment,
zipe-8033-6242,Closed,2024-01-24 09:00:16,,Extra Care,Brooke Cowan,People::Customer Engagement::Unclear Communication,Handling,
fulp-5636-6951,Open,2024-06-05 13:23:57,,Extra Care,Kikelia MacSween,People::Customer Engagement::Agent Understanding,Escalation,KYC::Verification::Missing document
zrph-3891-6695,Closed,2024-03-05 23:42:55,2024-04-03 16:37:13,Extra Care,Norine Greim,System::Customer Usage Issue:Technical Issues,Takeover,Money Moving::Balances
jmiw-1648-9537,Open,2024-02-24 07:55:28,,Extra Care,Darren Pover,Do not select::Customer Input or Error,Assessment,
zglo-2136-3270,Hold,2024-03-01 17:37:16,,Extra Care,Urbano Earnshaw,System::False Positive Outcome::Incorrect System Intervention,Takeover,Compliance::Sanctions::Check
odaj-4678-8129,Closed,2024-06-16 07:57:57,2024-06-21 19:25:44,Extra Care,Talbert Enoch,Process::Third Party Dependency::Third Party Error (Partner),Escalation,
tdxu-2651-6401,Solved,2024-06-29 00:51:34,2024-07-21 07:28:38,Extra Care,Carmela Hosten,System::Customer Usage Issue::Customer Input or Error,Handling,
xqtc-1839-7612,Hold,2024-04-16 05:26:51,,Extra Care,Hanson Bottlestone,Process::Expectation Gap::Product Gap,Takeover,
endo-7514-1406,Solved,2024-03-23 13:59:12,2024-04-16 13:07:37,Extra Care,Kristi Hanford,People::Incorrect Action::Procedural Accuracy,Assessment,
lnxc-7177-9401,Closed,2024-01-06 07:52:23,2024-01-23 11:49:20,Extra Care,Jasmine Glewe,Process::Expectation Gap::Speed Gap,Handling,
vktm-0535-1847,Hold,2024-04-10 22:59:31,,Extra Care,Doralin Kinvan,BOD,Escalation,
yuoa-3552-4883,Open,2024-03-14 02:53:00,,Extra Care,Dotty Higbin,Process::Org Delay::Insufficient Resource,Escalation,
yane-4838-1092,Hold,2024-01-10 08:42:59,,Extra Care,Ailis Hazleton,People::Customer Engagement::Unreasonable Delay,Assessment,Compliance::Sanctions::Check
udrb-5782-5103,Hold,2024-06-06 12:21:58,,Extra Care,Kerstin Prestwich,System::Customer Usage Issue::Customer Input or Error,Assessment,Compliance::AML::Check
scvo-0014-2311,Solved,2024-04-22 21:35:43,2024-04-26 04:55:19,Extra Care,Gustave Ridley,Knowledge::Knowledge Base::KB Missing,Takeover,Accessibility
kadf-4604-3312,Closed,2024-01-11 10:36:23,2024-02-03 17:23:17,Extra Care,Taffy Garbert,People::Incorrect Action::Procedural Adherence,Takeover,Compliance::Sanctions::Deactivation
